duration,source_ip,destination_ip,source_port,destination_port,protocol,flag,forwarding_status,tos,packets,bytes
-0.1377041301480715,-0.7129438655067508,-0.7559312136086048,-0.9788164297189494,1.3920956848024422,4,12,0.0,-0.41020973645742026,-0.021171083701364828,-0.025516923525009803
-0.18611909214801645,-0.7245210116331031,1.8774882022239587,1.4042362680915594,-0.860698329760921,4,3,0.0,-0.41020973645742026,-0.027922732481538343,-0.026707242144694363
-0.17661541442210132,-0.7129441086143179,-0.7559312144942918,-0.9788164297189494,0.24765162725969445,4,11,0.0,-0.41020973645742026,-0.026081373723309202,-0.026533392977872015
-0.1816362252961697,-0.7245211393526583,-0.4212228568713417,-0.9937909507220172,0.9862338931678089,4,1,0.0,2.655951115745958,-0.02669515997605225,-0.02664537690064497
-0.1719532328961807,-0.7245215841690401,1.2249329065318313,-0.9788164297189494,-0.13359489949532172,4,13,0.0,-0.41020973645742026,-0.021171083701364828,-0.0211362377628286
0.0001888542147346157,-0.7245215841690401,1.0665384202043446,-0.9937909507220172,1.449614182534612,4,13,0.0,-0.41020973645742026,-0.026081373723309202,-0.025775347962178164
-0.18091896659987422,1.4958268975180498,-0.7559320913243331,-0.9937909507220172,1.805333767932988,4,13,0.0,-0.3250386016739931,-0.02669515997605225,-0.025093264068924707
-0.18611909214801645,1.662411875364892,-0.7559313482330152,1.6878858725463624,-0.8618172054372673,5,3,0.0,-0.41020973645742026,-0.027922732481538343,-0.026660255883391028
15.055090260108724,-0.7245209200273531,1.704452519461879,-0.9970911206400487,-0.7791447249072393,2,3,0.0,-0.41020973645742026,-0.007053999888274745,-0.025862272545589336
-0.18611909214801645,-0.822969248645581,-0.7559320966384546,1.2057310475219676,-0.8631018404730721,4,1,0.0,2.3152665766122493,-0.027922732481538343,-0.02670802524904942
-0.18611909214801645,-0.7245210125139276,0.7757240867704148,1.5088929066171317,-0.8456556678900438,4,10,0.0,-0.41020973645742026,-0.027308946228795296,-0.0253634350714189
-0.18611909214801645,0.75951540150344,-0.7559323207172429,-0.9949047580693527,1.6342286691317423,5,3,0.0,-0.41020973645742026,-0.027922732481538343,-0.026654774152905635
-0.12658662035549154,-0.8171668858341552,-0.7559313739179356,-0.9960598175406638,1.5770831299583543,4,13,0.0,-0.41020973645742026,-0.023626228712337015,-0.026170032557126202
-0.18611909214801645,-0.7245213489888936,-0.44919764638510556,-0.43800108440154595,-0.8618172054372673,5,3,0.0,-0.41020973645742026,-0.027922732481538343,-0.02669001384888314
